Worker ID,Skill Category,Skill Level,Years of Experience,Current Task Assigned,Shift Availability,Performance Rating,Certifications,Task Skills Required,Task Priority,Workload per Shift
5806,BMS Integration,Medium,6,Module Assembly,Morning,4.5,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
5807,Mechanical Assembly,Low,1,Pack Assembly,Flexible,4.9,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
5808,Automation,High,3,Cell Assembly,Flexible,3.7,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
5809,Mechanical Assembly,Low,6,Final Testing,Morning,3.3,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
5810,Soldering,Low,7,Cell Assembly,Evening,3.2,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5811,Mechanical Assembly,Medium,3,Module Assembly,Flexible,3.1,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
5812,Quality Inspection,Low,8,Cell Assembly,Evening,4.4,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5813,Packaging,Low,6,Pack Assembly,Night,4.2,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
5814,Automation,Medium,2,Final Testing,Flexible,4.8,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
5815,BMS Integration,Medium,3,Module Assembly,Night,4,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
5816,BMS Integration,High,8,Module Assembly,Evening,3.6,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5817,Quality Inspection,High,2,Pack Assembly,Flexible,4.4,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
5818,Robotics,Low,3,Cell Assembly,Night,3.7,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
5819,Mechanical Assembly,Medium,4,Cell Assembly,Flexible,4.1,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
5820,Robotics,Low,6,Cell Assembly,Morning,3.1,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
5821,BMS Integration,Low,8,Pack Assembly,Morning,3.5,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
5822,Robotics,Medium,7,Final Testing,Evening,3.7,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
5823,Electrical Wiring,High,1,Cell Assembly,Flexible,4.8,Certified Welder,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
5824,Quality Inspection,Low,5,Pack Assembly,Night,3.6,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
5825,Mechanical Assembly,High,5,Pack Assembly,Night,3.6,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
5826,Mechanical Assembly,Low,7,Cell Assembly,Night,4,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
5827,Welding,Low,7,Module Assembly,Night,3.1,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
5828,Soldering,Medium,5,Final Testing,Night,4.1,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
5829,Robotics,Medium,8,Module Assembly,Night,3,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
5830,Soldering,Low,7,Module Assembly,Morning,3,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
5831,Mechanical Assembly,High,4,Final Testing,Morning,3.9,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
5832,Mechanical Assembly,Medium,3,Cell Assembly,Night,3.8,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
5833,Mechanical Assembly,High,5,Cell Assembly,Morning,3.9,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
5834,Quality Inspection,High,6,Module Assembly,Morning,3.8,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
5835,Soldering,Low,4,Pack Assembly,Morning,4.1,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
5836,Quality Inspection,Medium,5,Pack Assembly,Evening,4.7,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
5837,Welding,High,8,Module Assembly,Morning,3.9,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
5838,Packaging,Medium,7,Pack Assembly,Flexible,4.4,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
5839,Packaging,Medium,8,Module Assembly,Night,3.9,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
5840,Robotics,High,8,Pack Assembly,Evening,4.6,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
5841,Welding,Medium,5,Cell Assembly,Flexible,4.9,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
5842,Robotics,High,6,Final Testing,Night,3.8,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
5843,Quality Inspection,Medium,8,Module Assembly,Evening,3.7,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5844,Welding,Low,5,Module Assembly,Flexible,4,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
5845,Soldering,Medium,4,Pack Assembly,Flexible,4.7,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
5846,Soldering,Low,3,Cell Assembly,Night,4.5,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
5847,Packaging,High,8,Pack Assembly,Night,3.5,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
5848,Quality Inspection,Low,6,Pack Assembly,Night,3.7,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
5849,Soldering,Low,1,Cell Assembly,Flexible,4.6,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
5850,Mechanical Assembly,Low,8,Pack Assembly,Night,3.2,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
5851,Automation,High,6,Final Testing,Morning,4.8,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
5852,Welding,Medium,7,Pack Assembly,Flexible,4.3,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
5853,Quality Inspection,Medium,1,Final Testing,Flexible,3.4,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
5854,Welding,Medium,8,Module Assembly,Morning,4.4,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
5855,Quality Inspection,Medium,2,Module Assembly,Morning,3.6,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
5856,BMS Integration,High,4,Cell Assembly,Night,4.8,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
5857,Welding,High,5,Final Testing,Evening,3.7,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
5858,Quality Inspection,High,5,Module Assembly,Flexible,4.1,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
5859,Welding,High,2,Final Testing,Night,3.1,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
5860,Mechanical Assembly,Low,3,Final Testing,Morning,4.4,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
5861,Mechanical Assembly,Medium,6,Pack Assembly,Flexible,3.5,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
5862,Robotics,High,1,Final Testing,Evening,3.7,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
5863,Welding,High,3,Final Testing,Night,3.6,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
5864,Welding,Medium,2,Pack Assembly,Morning,4.2,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
5865,Automation,Medium,1,Final Testing,Night,3.2,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
5866,Automation,Medium,7,Pack Assembly,Morning,3.6,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
5867,BMS Integration,Medium,6,Final Testing,Evening,4.2,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
5868,Quality Inspection,Medium,5,Module Assembly,Flexible,3.5,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
5869,Welding,Medium,5,Pack Assembly,Morning,4.2,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
5870,Quality Inspection,Medium,2,Module Assembly,Evening,3.8,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5871,Welding,High,3,Pack Assembly,Morning,4.2,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
5872,Electrical Wiring,Low,1,Module Assembly,Morning,4,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
5873,Quality Inspection,Medium,1,Module Assembly,Morning,3.5,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
5874,Automation,Low,6,Module Assembly,Night,3.2,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
5875,Quality Inspection,High,3,Module Assembly,Morning,3.5,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
5876,Electrical Wiring,High,8,Module Assembly,Morning,3.1,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
5877,Welding,Medium,2,Pack Assembly,Night,3.7,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
5878,Automation,Medium,8,Final Testing,Evening,4.3,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
5879,Robotics,Low,3,Pack Assembly,Morning,4.3,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
5880,Packaging,High,6,Final Testing,Evening,4.6,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
5881,Soldering,Medium,3,Final Testing,Night,3,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
5882,Electrical Wiring,High,3,Final Testing,Flexible,3.8,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
5883,BMS Integration,Medium,1,Final Testing,Morning,3.9,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
5884,Packaging,Medium,4,Pack Assembly,Morning,3.1,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
5885,Quality Inspection,Low,2,Module Assembly,Flexible,4.8,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
5886,Soldering,High,1,Cell Assembly,Night,4.7,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
5887,Electrical Wiring,Medium,6,Cell Assembly,Evening,3.4,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5888,Quality Inspection,Low,7,Pack Assembly,Evening,5,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
5889,Packaging,Low,8,Module Assembly,Flexible,4.4,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
5890,Soldering,High,8,Cell Assembly,Evening,4,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5891,Soldering,Low,6,Module Assembly,Morning,4.1,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
5892,Robotics,High,5,Final Testing,Evening,4.6,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
5893,Automation,Low,4,Final Testing,Flexible,4.5,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
5894,Welding,Low,7,Pack Assembly,Evening,3.8,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
5895,Quality Inspection,High,3,Cell Assembly,Evening,3.6,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5896,BMS Integration,High,5,Final Testing,Night,4.8,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
5897,Automation,High,2,Pack Assembly,Night,4,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
5898,Packaging,Medium,8,Final Testing,Morning,4.4,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
5899,Robotics,Medium,4,Module Assembly,Morning,4.9,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
5900,Soldering,Medium,8,Final Testing,Evening,3.1,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
5901,Robotics,High,4,Final Testing,Night,3.4,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
5902,BMS Integration,Medium,3,Module Assembly,Night,3.6,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
5903,Electrical Wiring,Medium,8,Cell Assembly,Morning,4.3,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
5904,Electrical Wiring,Medium,8,Final Testing,Morning,3.8,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
5905,Welding,Low,8,Final Testing,Evening,3,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
5906,Robotics,Medium,8,Module Assembly,Flexible,3.7,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
5907,Robotics,Low,5,Cell Assembly,Evening,3.5,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5908,Welding,High,2,Pack Assembly,Night,4.6,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
5909,BMS Integration,High,8,Final Testing,Night,4.5,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
5910,Electrical Wiring,Low,8,Final Testing,Flexible,3.1,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
5911,Automation,High,1,Final Testing,Evening,4.4,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
5912,Automation,High,1,Pack Assembly,Night,3.6,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
5913,Welding,Low,7,Final Testing,Evening,3.4,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
5914,Packaging,Medium,5,Cell Assembly,Morning,3.7,Certified Welder,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
5915,BMS Integration,High,8,Final Testing,Flexible,4.7,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
5916,Automation,Medium,1,Module Assembly,Evening,3.1,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5917,Welding,Medium,5,Final Testing,Night,3.7,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
5918,Robotics,Medium,6,Pack Assembly,Night,4.7,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
5919,Quality Inspection,Low,4,Pack Assembly,Morning,3.2,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
5920,Electrical Wiring,Medium,2,Final Testing,Night,3.2,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
5921,Automation,Low,6,Final Testing,Flexible,3.4,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
5922,Quality Inspection,High,5,Cell Assembly,Evening,4.6,Certified Welder,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5923,Welding,Medium,3,Final Testing,Morning,3.6,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
5924,Packaging,Medium,8,Final Testing,Morning,3.9,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
5925,Welding,Low,5,Final Testing,Morning,4.4,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
5926,Mechanical Assembly,Low,5,Pack Assembly,Evening,4.1,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
5927,Electrical Wiring,High,1,Final Testing,Flexible,4.9,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
5928,Electrical Wiring,Low,8,Module Assembly,Morning,5,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
5929,Welding,High,5,Final Testing,Evening,4.4,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
5930,Welding,High,5,Final Testing,Flexible,4.7,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
5931,BMS Integration,Low,4,Pack Assembly,Morning,3.9,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
