Worker ID,Skill Category,Skill Level,Years of Experience,Current Task Assigned,Shift Availability,Performance Rating,Certifications
4812,Electrical Wiring,High,1,Cell Assembly,Morning,4.4,Certified BMS Engineer
4813,Soldering,High,3,Pack Assembly,Flexible,4.5,Quality Control Certified
4814,Robotics,Low,6,Pack Assembly,Flexible,3.2,Certified BMS Engineer
4815,Mechanical Assembly,Low,3,Cell Assembly,Morning,4.8,None
4816,Mechanical Assembly,Medium,7,Pack Assembly,Flexible,4.6,None
4817,Quality Inspection,High,4,Pack Assembly,Night,3.5,None
4818,Automation,Low,6,Pack Assembly,Flexible,4,Electrical Engineer
4819,Electrical Wiring,High,7,Module Assembly,Morning,3.1,Electrical Engineer
4820,Automation,High,6,Pack Assembly,Evening,4.6,None
4821,BMS Integration,High,4,Cell Assembly,Morning,4.2,Certified BMS Engineer
4822,Welding,Low,4,Cell Assembly,Morning,3.3,Electrical Engineer
4823,Soldering,Low,7,Module Assembly,Morning,4.3,Certified BMS Engineer
4824,BMS Integration,Medium,6,Pack Assembly,Morning,3.8,Certified BMS Engineer
4825,Electrical Wiring,Medium,7,Pack Assembly,Night,4.3,None
4826,BMS Integration,High,3,Module Assembly,Evening,4.5,Electrical Engineer
4827,BMS Integration,Low,2,Cell Assembly,Evening,3.9,Quality Control Certified
4828,Automation,Low,6,Cell Assembly,Flexible,3.9,Certified Welder
4829,BMS Integration,Medium,4,Pack Assembly,Morning,4.8,Quality Control Certified
4830,Automation,Low,5,Pack Assembly,Evening,3.4,Mechanical Technician
4831,Electrical Wiring,Medium,2,Final Testing,Morning,3.7,Quality Control Certified
4832,Welding,Medium,7,Cell Assembly,Evening,4.5,Quality Control Certified
4833,Robotics,Medium,3,Pack Assembly,Evening,4.8,Quality Control Certified
4834,Electrical Wiring,Low,4,Cell Assembly,Night,4.7,None
4835,Quality Inspection,Medium,8,Module Assembly,Night,3.4,Certified Welder
4836,Soldering,Low,7,Pack Assembly,Evening,4.2,Certified Welder
4837,Automation,Medium,5,Cell Assembly,Morning,4.8,Certified Welder
4838,Robotics,Medium,5,Cell Assembly,Evening,4.8,Quality Control Certified
4839,Robotics,Medium,4,Module Assembly,Evening,3.9,Quality Control Certified
4840,Welding,Low,5,Pack Assembly,Morning,4.3,Mechanical Technician
4841,Soldering,Medium,1,Module Assembly,Flexible,3.6,Certified Welder
4842,Mechanical Assembly,Medium,8,Final Testing,Night,3.1,Electrical Engineer
4843,Welding,Medium,4,Final Testing,Morning,4.8,Mechanical Technician
4844,Automation,High,4,Module Assembly,Flexible,4.8,Electrical Engineer
4845,Packaging,High,5,Final Testing,Evening,4.1,Mechanical Technician
4846,Welding,High,7,Module Assembly,Flexible,3.5,None
4847,Quality Inspection,Medium,3,Final Testing,Evening,3,Mechanical Technician
4848,Automation,Low,5,Module Assembly,Evening,3.5,Certified Welder
4849,Electrical Wiring,High,5,Final Testing,Evening,4.4,Electrical Engineer
4850,Packaging,Medium,7,Module Assembly,Evening,3.2,Certified BMS Engineer
4851,BMS Integration,High,7,Final Testing,Morning,3.7,Mechanical Technician
4852,Mechanical Assembly,Medium,7,Module Assembly,Evening,3.8,Electrical Engineer
4853,Welding,Low,2,Module Assembly,Evening,3.7,Electrical Engineer
4854,Welding,Low,2,Cell Assembly,Flexible,3.3,None
4855,Mechanical Assembly,Low,2,Cell Assembly,Morning,4.5,Certified BMS Engineer
4856,Automation,Low,3,Pack Assembly,Evening,3.4,Certified Welder
4857,Soldering,Low,6,Cell Assembly,Flexible,4.8,Electrical Engineer
4858,Welding,High,1,Pack Assembly,Evening,4.6,Electrical Engineer
4859,Soldering,Low,4,Cell Assembly,Flexible,4.8,Certified BMS Engineer
4860,BMS Integration,High,8,Module Assembly,Evening,3.2,Electrical Engineer
4861,Soldering,Medium,6,Module Assembly,Flexible,3.3,Electrical Engineer
4862,Automation,High,6,Pack Assembly,Night,4.5,None
4863,Soldering,Medium,8,Module Assembly,Morning,3.7,Mechanical Technician
4864,Electrical Wiring,Medium,6,Cell Assembly,Flexible,3.2,Certified BMS Engineer
4865,Welding,High,7,Cell Assembly,Evening,3.4,None
4866,Soldering,High,8,Final Testing,Flexible,3.8,Certified BMS Engineer
4867,Welding,Medium,3,Cell Assembly,Flexible,4,None
4868,Soldering,Medium,3,Final Testing,Night,4.5,Quality Control Certified
4869,Robotics,Medium,6,Module Assembly,Morning,4.3,Certified BMS Engineer
4870,Automation,Medium,3,Pack Assembly,Morning,3.7,Quality Control Certified
4871,Mechanical Assembly,High,7,Module Assembly,Morning,4,Mechanical Technician
4872,Packaging,Medium,3,Module Assembly,Evening,4,None
4873,Robotics,Medium,4,Final Testing,Flexible,4.5,Quality Control Certified
4874,Soldering,Low,8,Pack Assembly,Flexible,4.4,Mechanical Technician
4875,Quality Inspection,Medium,1,Module Assembly,Flexible,3.6,Mechanical Technician
4876,Welding,High,5,Cell Assembly,Evening,3.3,Certified BMS Engineer
4877,Robotics,Low,4,Cell Assembly,Flexible,4.7,Mechanical Technician
4878,Welding,High,5,Cell Assembly,Night,3.2,Quality Control Certified
4879,Soldering,Low,7,Final Testing,Night,4.2,Certified Welder
4880,Quality Inspection,Low,8,Pack Assembly,Morning,3.2,Certified BMS Engineer
4881,Mechanical Assembly,Low,8,Final Testing,Evening,5,Mechanical Technician
4882,Welding,Medium,2,Pack Assembly,Night,4.2,Certified Welder
4883,Robotics,Medium,1,Module Assembly,Night,4.3,Electrical Engineer
4884,Robotics,High,5,Final Testing,Evening,4.8,Certified BMS Engineer
4885,Robotics,Medium,4,Pack Assembly,Evening,3.1,Certified BMS Engineer
4886,Electrical Wiring,Low,6,Module Assembly,Night,4.6,Quality Control Certified
4887,Quality Inspection,Medium,1,Pack Assembly,Evening,4.9,None
4888,Robotics,High,7,Module Assembly,Flexible,4.8,Quality Control Certified
4889,Robotics,High,7,Cell Assembly,Night,4.2,None
4890,BMS Integration,Low,1,Cell Assembly,Morning,3.9,Quality Control Certified
4891,Electrical Wiring,Low,4,Cell Assembly,Morning,3.8,Certified BMS Engineer
4892,Automation,Medium,5,Cell Assembly,Night,3.9,Mechanical Technician
4893,BMS Integration,Low,3,Final Testing,Morning,3.1,Mechanical Technician
4894,BMS Integration,Low,2,Final Testing,Morning,4.4,Mechanical Technician
4895,Automation,High,7,Cell Assembly,Night,3.6,Quality Control Certified
4896,Quality Inspection,Medium,2,Pack Assembly,Evening,5,None
4897,Mechanical Assembly,Low,8,Module Assembly,Evening,4.3,Electrical Engineer
4898,Welding,Medium,2,Cell Assembly,Morning,4.3,None
4899,BMS Integration,Medium,1,Cell Assembly,Night,4.8,Mechanical Technician
4900,Mechanical Assembly,High,3,Pack Assembly,Evening,3.6,Certified BMS Engineer
4901,Mechanical Assembly,Medium,3,Cell Assembly,Morning,4.9,Certified Welder
4902,BMS Integration,Low,8,Final Testing,Night,3.8,Electrical Engineer
4903,Electrical Wiring,Low,7,Final Testing,Night,3.2,Certified Welder
4904,Quality Inspection,High,4,Pack Assembly,Night,4.9,None
4905,Electrical Wiring,High,4,Module Assembly,Evening,3.9,Mechanical Technician
4906,Quality Inspection,Low,8,Cell Assembly,Evening,3.2,None
4907,Mechanical Assembly,Medium,7,Cell Assembly,Evening,3.8,None
4908,Electrical Wiring,Low,4,Pack Assembly,Flexible,4.9,Quality Control Certified
4909,Robotics,Medium,6,Cell Assembly,Night,4.6,None
4910,BMS Integration,Medium,7,Pack Assembly,Night,4,Quality Control Certified
4911,Electrical Wiring,Medium,3,Pack Assembly,Morning,4.4,Certified Welder
4912,Packaging,High,2,Cell Assembly,Night,3.4,None
4913,Quality Inspection,Low,5,Module Assembly,Morning,3.2,Quality Control Certified
4914,Automation,Low,6,Module Assembly,Evening,3.7,Certified BMS Engineer
4915,Welding,Medium,7,Pack Assembly,Evening,3.6,Mechanical Technician
4916,Soldering,Medium,1,Cell Assembly,Evening,4.9,Certified BMS Engineer
4917,Welding,High,1,Cell Assembly,Night,4.4,Certified Welder
4918,Soldering,High,2,Module Assembly,Flexible,3.3,None
4919,BMS Integration,Medium,3,Module Assembly,Evening,4.5,Mechanical Technician
4920,Automation,High,3,Pack Assembly,Morning,3.9,Certified Welder
4921,Soldering,Low,3,Cell Assembly,Evening,3.3,Certified Welder
4922,Automation,Medium,2,Final Testing,Flexible,4.2,Certified BMS Engineer
4923,Robotics,High,3,Module Assembly,Flexible,3.4,Mechanical Technician
4924,BMS Integration,High,3,Pack Assembly,Flexible,4.2,None
4925,Mechanical Assembly,Low,8,Module Assembly,Morning,4.5,None
4926,Quality Inspection,High,3,Final Testing,Flexible,4.1,Certified Welder
4927,Electrical Wiring,High,5,Final Testing,Evening,3.4,Certified Welder
4928,BMS Integration,Low,8,Module Assembly,Night,3.8,Certified Welder
4929,BMS Integration,High,2,Module Assembly,Flexible,3.2,Mechanical Technician
4930,Mechanical Assembly,Medium,4,Pack Assembly,Night,4,Certified BMS Engineer
4931,Mechanical Assembly,High,1,Module Assembly,Morning,3.9,Mechanical Technician
4932,Robotics,Medium,2,Pack Assembly,Morning,4.1,Mechanical Technician
4933,Electrical Wiring,High,2,Pack Assembly,Morning,3.6,None
4934,BMS Integration,High,3,Module Assembly,Night,3.1,Certified Welder
4935,Automation,High,7,Module Assembly,Evening,3.7,Quality Control Certified
4936,Electrical Wiring,High,3,Cell Assembly,Night,3.5,Mechanical Technician
4937,Mechanical Assembly,Low,5,Final Testing,Evening,4.3,Mechanical Technician
4938,Robotics,Low,4,Cell Assembly,Evening,3.3,Quality Control Certified
4939,Mechanical Assembly,Medium,5,Pack Assembly,Night,3.6,Mechanical Technician
4940,Welding,Low,3,Pack Assembly,Flexible,4.9,Quality Control Certified
4941,BMS Integration,High,3,Module Assembly,Evening,4.5,Electrical Engineer
4942,Robotics,Medium,1,Cell Assembly,Flexible,4.5,Quality Control Certified
4943,Robotics,Low,6,Pack Assembly,Night,3.5,Quality Control Certified
4944,BMS Integration,Medium,3,Final Testing,Morning,4.3,Quality Control Certified
4945,Soldering,Low,4,Module Assembly,Flexible,4.9,Certified Welder
4946,Automation,High,7,Cell Assembly,Evening,4.1,Mechanical Technician
4947,Automation,Medium,7,Cell Assembly,Morning,3.2,Mechanical Technician
4948,Robotics,Medium,3,Cell Assembly,Morning,3.4,Mechanical Technician
4949,BMS Integration,Low,7,Cell Assembly,Flexible,4,Mechanical Technician
4950,Automation,Medium,1,Cell Assembly,Flexible,3.1,Quality Control Certified
4951,Packaging,High,4,Module Assembly,Evening,4.6,Electrical Engineer
4952,Welding,Low,1,Module Assembly,Morning,4.1,Certified BMS Engineer
4953,Robotics,High,2,Final Testing,Night,3.9,Certified Welder
4954,Soldering,High,7,Cell Assembly,Morning,4.6,Quality Control Certified
4955,Automation,Medium,1,Module Assembly,Morning,4.8,None
4956,Soldering,High,7,Cell Assembly,Night,4.8,Electrical Engineer
4957,Soldering,High,7,Final Testing,Flexible,4.1,Mechanical Technician
4958,Mechanical Assembly,High,4,Module Assembly,Evening,4.1,Mechanical Technician
4959,Automation,Low,2,Pack Assembly,Morning,4.1,Certified Welder
4960,BMS Integration,Low,2,Final Testing,Flexible,3,Quality Control Certified
4961,Robotics,Low,4,Final Testing,Night,3.6,Electrical Engineer
4962,Electrical Wiring,Low,3,Module Assembly,Morning,3.5,Quality Control Certified
4963,Packaging,Medium,3,Module Assembly,Night,4.6,Certified BMS Engineer
4964,Automation,High,7,Final Testing,Evening,3.3,Mechanical Technician
4965,Electrical Wiring,Medium,7,Cell Assembly,Night,3.6,Electrical Engineer
4966,Automation,Low,2,Pack Assembly,Morning,4.2,Certified Welder
4967,Automation,Low,2,Module Assembly,Evening,4.3,Electrical Engineer
4968,BMS Integration,Medium,6,Pack Assembly,Evening,4.8,Certified BMS Engineer
4969,Electrical Wiring,Low,3,Cell Assembly,Morning,3.6,Quality Control Certified
4970,Robotics,Low,2,Module Assembly,Morning,4.1,Electrical Engineer
4971,BMS Integration,Low,8,Module Assembly,Flexible,3.6,Mechanical Technician
4972,Mechanical Assembly,Low,1,Cell Assembly,Morning,3.8,Mechanical Technician
4973,Quality Inspection,High,7,Cell Assembly,Evening,3.6,None
4974,Automation,Medium,4,Module Assembly,Night,4.8,Electrical Engineer
4975,Packaging,Low,2,Module Assembly,Night,4.7,None
4976,Mechanical Assembly,Medium,2,Cell Assembly,Night,4.1,None
4977,Welding,High,8,Module Assembly,Evening,3.8,Certified Welder
4978,Quality Inspection,Medium,2,Final Testing,Evening,4,Certified BMS Engineer
4979,Mechanical Assembly,Medium,7,Cell Assembly,Morning,4.3,None
4980,Electrical Wiring,Low,8,Cell Assembly,Flexible,3.2,None
4981,Automation,Medium,3,Module Assembly,Night,3,None
4982,Mechanical Assembly,Medium,2,Pack Assembly,Flexible,4.4,None
4983,Mechanical Assembly,Low,5,Cell Assembly,Evening,3.5,Quality Control Certified
4984,Robotics,High,3,Pack Assembly,Evening,4.2,None
4985,Packaging,Low,1,Pack Assembly,Night,4.7,Electrical Engineer
4986,Mechanical Assembly,Medium,1,Module Assembly,Flexible,4,Electrical Engineer
4987,BMS Integration,High,7,Cell Assembly,Evening,3.2,Mechanical Technician
4988,BMS Integration,Low,7,Cell Assembly,Flexible,4.4,Certified BMS Engineer
4989,Automation,Low,7,Module Assembly,Night,3.4,None
4990,Welding,Medium,3,Cell Assembly,Flexible,3.7,Quality Control Certified
4991,Robotics,High,6,Cell Assembly,Evening,4.1,Mechanical Technician
4992,Packaging,Medium,8,Final Testing,Evening,4.9,Quality Control Certified
4993,Robotics,Medium,2,Cell Assembly,Evening,3.4,Quality Control Certified
4994,Robotics,Low,6,Pack Assembly,Night,3.2,Mechanical Technician
4995,Automation,High,4,Cell Assembly,Evening,3.8,Quality Control Certified
4996,Electrical Wiring,High,5,Cell Assembly,Morning,4,Quality Control Certified
4997,Soldering,Medium,7,Final Testing,Evening,4.8,None
4998,Electrical Wiring,Medium,3,Final Testing,Flexible,4.9,Quality Control Certified
4999,Quality Inspection,Low,7,Final Testing,Flexible,3.6,Quality Control Certified
5000,Soldering,Low,7,Module Assembly,Morning,3.1,Electrical Engineer
5001,Soldering,Low,7,Pack Assembly,Morning,3.3,Mechanical Technician
5002,Electrical Wiring,Medium,3,Cell Assembly,Flexible,3.6,Electrical Engineer
5003,Soldering,Medium,1,Module Assembly,Evening,3.9,Electrical Engineer
5004,Robotics,Low,6,Final Testing,Evening,4.8,Certified BMS Engineer
5005,Automation,Medium,5,Module Assembly,Flexible,4.2,Mechanical Technician
5006,Welding,High,1,Pack Assembly,Evening,4.7,Mechanical Technician
5007,Packaging,Medium,8,Pack Assembly,Evening,3.6,Mechanical Technician
5008,Quality Inspection,High,2,Module Assembly,Flexible,4,Mechanical Technician
5009,Electrical Wiring,High,7,Final Testing,Morning,3.6,Mechanical Technician
5010,Electrical Wiring,Low,1,Cell Assembly,Evening,3.7,Certified BMS Engineer
5011,Packaging,Medium,8,Final Testing,Night,4.3,Quality Control Certified
5012,Electrical Wiring,Medium,3,Module Assembly,Morning,3.1,Electrical Engineer
5013,Robotics,High,4,Module Assembly,Evening,3.8,None
5014,BMS Integration,High,1,Cell Assembly,Evening,3.4,Certified BMS Engineer
5015,Quality Inspection,High,3,Pack Assembly,Morning,3.2,Certified BMS Engineer
5016,Mechanical Assembly,Medium,1,Cell Assembly,Flexible,3.6,Certified BMS Engineer
5017,Robotics,Low,5,Final Testing,Night,3.4,Quality Control Certified
5018,Packaging,Low,7,Pack Assembly,Night,3.8,Quality Control Certified
5019,BMS Integration,Medium,1,Pack Assembly,Flexible,4.9,Certified Welder
5020,Packaging,Low,4,Pack Assembly,Flexible,3.7,Quality Control Certified
5021,BMS Integration,High,6,Pack Assembly,Morning,4.6,None
5022,BMS Integration,High,2,Final Testing,Morning,4.2,Quality Control Certified
5023,Electrical Wiring,Medium,1,Module Assembly,Evening,4,Mechanical Technician
5024,Packaging,Low,5,Module Assembly,Morning,4,Certified BMS Engineer
5025,Mechanical Assembly,High,7,Final Testing,Evening,4.8,Quality Control Certified
5026,Quality Inspection,High,2,Pack Assembly,Evening,5,Mechanical Technician
5027,Robotics,Low,2,Module Assembly,Flexible,3.1,Electrical Engineer
5028,Mechanical Assembly,High,4,Pack Assembly,Morning,3.9,Certified BMS Engineer
5029,Electrical Wiring,Low,1,Pack Assembly,Night,3.8,Certified BMS Engineer
5030,Quality Inspection,High,1,Cell Assembly,Morning,3.4,Certified BMS Engineer
5031,Soldering,High,5,Module Assembly,Morning,3.1,Quality Control Certified
5032,Electrical Wiring,High,2,Cell Assembly,Night,4.4,Quality Control Certified
5033,Mechanical Assembly,High,2,Final Testing,Flexible,4.8,Mechanical Technician
5034,Soldering,High,4,Module Assembly,Evening,4.5,Quality Control Certified
5035,Quality Inspection,Low,7,Module Assembly,Evening,3.7,Mechanical Technician
5036,Packaging,Medium,2,Final Testing,Flexible,3.7,Mechanical Technician
5037,BMS Integration,High,2,Pack Assembly,Flexible,3.4,Mechanical Technician
5038,Electrical Wiring,Low,1,Final Testing,Evening,4.9,None
5039,Quality Inspection,Medium,1,Final Testing,Morning,4.9,Certified Welder
5040,BMS Integration,Medium,1,Pack Assembly,Night,4.7,None
5041,Packaging,Medium,5,Pack Assembly,Evening,4.4,Quality Control Certified
5042,Quality Inspection,Medium,4,Module Assembly,Flexible,4.7,Mechanical Technician
5043,Packaging,High,1,Pack Assembly,Morning,4.6,Electrical Engineer
5044,Packaging,Medium,2,Final Testing,Morning,3.5,Electrical Engineer
5045,Automation,High,5,Cell Assembly,Evening,3.7,Quality Control Certified
5046,Electrical Wiring,High,4,Pack Assembly,Morning,4.8,None
5047,BMS Integration,High,3,Final Testing,Night,4.3,None
5048,Soldering,Medium,6,Module Assembly,Night,4,Certified BMS Engineer
5049,Soldering,High,1,Final Testing,Evening,4.9,Certified BMS Engineer
5050,Robotics,Low,4,Pack Assembly,Night,3.5,Quality Control Certified
5051,Packaging,Medium,5,Pack Assembly,Evening,3.5,Electrical Engineer
5052,Welding,Medium,1,Pack Assembly,Night,4.6,None
5053,Packaging,Medium,2,Module Assembly,Night,4.5,Certified Welder
5054,Packaging,Medium,1,Final Testing,Morning,4,Certified BMS Engineer
5055,Robotics,Medium,5,Final Testing,Night,4.4,None
5056,Soldering,Low,8,Pack Assembly,Evening,3.4,Certified BMS Engineer
5057,Automation,Medium,6,Final Testing,Flexible,3.1,Electrical Engineer
5058,Electrical Wiring,High,1,Module Assembly,Night,3.8,Electrical Engineer
5059,Quality Inspection,Low,6,Final Testing,Night,3.4,Certified Welder
5060,BMS Integration,Low,5,Module Assembly,Flexible,4.6,None
5061,Electrical Wiring,Medium,8,Cell Assembly,Flexible,3.9,Mechanical Technician
5062,Robotics,High,7,Module Assembly,Flexible,4.9,Certified BMS Engineer
